"Var1","SAFE179","SAFE198","SAFE185","SAFE8","SAFE2","SAFE9","SAFE7","SAFE14","SAFE75","SAFE37","SAFE11","SAFE31","SAFE25","SAFE18","SAFE70","SAFE187","SAFE186","SAFE26","SAFE12","SAFE126","SAFE135","SAFE35","SAFE19","SAFE27","SAFE196","SAFE6","SAFE16","SAFE194","SAFE22","SAFE33","SAFE28","SAFE200","SAFE40","SAFE98","SAFE29","SAFE23","SAFE59","SAFE142","SAFE144","SAFE10","SAFE191","SAFE124","SAFE42","SAFE44","SAFE145","SAFE20","SAFE60","SAFE46","SAFE130","SAFE110","SAFE204","SAFE195","SAFE4","SAFE38","SAFE53","SAFE41","SAFE58","SAFE15","SAFE49","SAFE65","SAFE146","SAFE21","SAFE74","SAFE82","SAFE1","SAFE32","SAFE69","SAFE13","SAFE199","SAFE47","SAFE3","SAFE61","SAFE24","SAFE106","SAFE52","SAFE68","SAFE193","SAFE71","SAFE100","SAFE101","SAFE102","SAFE103","SAFE104","SAFE105","SAFE107","SAFE108","SAFE109","SAFE111","SAFE112","SAFE113","SAFE114","SAFE115","SAFE116","SAFE117","SAFE118","SAFE119","SAFE120","SAFE121","SAFE122","SAFE123","SAFE125","SAFE127","SAFE128","SAFE129","SAFE131","SAFE132","SAFE133","SAFE134","SAFE136","SAFE137","SAFE138","SAFE139","SAFE140","SAFE141","SAFE143","SAFE147","SAFE148","SAFE149","SAFE150","SAFE151","SAFE152","SAFE153","SAFE154","SAFE155","SAFE156","SAFE157","SAFE158","SAFE159","SAFE160","SAFE161","SAFE162","SAFE163","SAFE164","SAFE165","SAFE166","SAFE167","SAFE168","SAFE169","SAFE17","SAFE170","SAFE171","SAFE172","SAFE173","SAFE174","SAFE175","SAFE176","SAFE177","SAFE178","SAFE180","SAFE181","SAFE182","SAFE183","SAFE184","SAFE188","SAFE189","SAFE190","SAFE192","SAFE197","SAFE201","SAFE202","SAFE203","SAFE205","SAFE30","SAFE34","SAFE36","SAFE39","SAFE43","SAFE45","SAFE48","SAFE5","SAFE50","SAFE51","SAFE54","SAFE55","SAFE56","SAFE57","SAFE62","SAFE63","SAFE64","SAFE66","SAFE67","SAFE72","SAFE73","SAFE76","SAFE77","SAFE78","SAFE79","SAFE80","SAFE81","SAFE83","SAFE84","SAFE85","SAFE86","SAFE87","SAFE88","SAFE89","SAFE90","SAFE91","SAFE92","SAFE93","SAFE94","SAFE95","SAFE96","SAFE97","SAFE99"
"C56",-22,0,-22,0,-4,0,0,0,9,0,0,0,0,0,0,0,22,0,0,0,0,0.5,0,0,0,13,0,-7,0,0,0,0,1,13,0,0,-2,11,0,-2,0,0,0,0,0,0,0,0,22,0.5,0,7,-2,0,0,0.12,2.017,0.5,0,0,0,2.017,0,0,0,-7,0,0,0,117,-22,-2,26,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2,0,2,0,-9,0,0,-2,0,-4,11,0,0,0,0,0,0,117,0,9,0,0,117,-2,0,0.5,0,0,0,15,0,0,0,0,0,0,0,-11,0,117,0,-2.017,9,2,2,2,0,0,0,0,0,0,0,0,0,22,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2.017,0,0,2,18,0,9,0,2,2,0,1,-22,2,0,0,0,0,0,0,0,2.017,0,11,13,0,2,117,0,0,2.017,0,2,13,0.5,0,2,2.017,0,0
"D56",3328.21446226348,2584.38509126348,106.913644,0,2.129,0.23,1.046,0,103.534644,586.896111,0,0,1.083,2.129,0,-3.95717382799999,-106.987644,0,1.132818,5.741121624,0,1.9,0,0.23,-319320.661040641,97,1.24474,3122.13481826348,5.488644,-1.083,-0.144,3221.49381826348,0,98.046,0,0,1.046,98.083,2.236,2.129,3221.26381826348,581.407467,1.046,0.038702,101.462,0,1.083,0,-95.973356,0,-3221.26381826348,3320.39281826348,5.488644,3.319,0,0.112,2.976,0,0.23,0,0.23,6.151,0,0.23,3221.26381826348,-99.129,1.009,5.488644,2051554.39990681,540.834,106.950644,-0.0369999999999999,0,0.71,0.23,636.878727,0,588.069,1.19,1.046,1.083,0,0,0,0,0,0,0,0,0,0,0,0,5.488644,0,-6.571644,-5.944201452,-92.557356,538.139589624,592.384755,6.534644,2.129,0,96.963,556.888797528,5.488644,0,1.046,0,1.083,544.083,0,98.046,4.207012,0,541.917,1.046,2.236,0,1.083,1.046,0,97,0,0,0,0,0,1.083,0,-95.917,105.051,543,0,-3.985,96.963,588.069,-588.069,0,589.152,586.986,1.132818,0.037,-1.083,0,3222.30981826348,3220.21781826348,3369.4419539036,3114.31317426348,344516.239857179,3222.30981826348,3220.21781826348,3369.4419539036,3221.22681826348,3221.30081826348,-119.186761275749,3221.26381826348,3858.14254526348,3221.03381826348,740.890678200602,3221.26381826348,0,-0.0369999999999999,5.488644,1.083,5.068,0,2.236,1.046,-106.183818,3.81,99.129,2.421588,4.405644,-1.083,0,0,101.462,4.442644,5.488644,-1.153,106.183818,0,0,1.083,0,5.068,0,97,95.954,0,-1.046,543,0,0,5.068,0,0,95.954,0,0,0,4.022,1.046,1.046
"E56",267.86110713152,252.10931513152,4.50368,0,2.428,0,0.134,0,17.48168,78.453564,0,0,0.854,0.988,0,-3.7610496,-5.94368,0,0.729316,0.44858912,0,0,0,1.45,-4125.50870538192,14,0,246.92942713152,3.34768,-0.854,0.134,262.63742713152,0,14.134,0,0,0.134,14.134,-0.586,1.708,262.63742713152,75.105884,0.134,0,1.876,0,0.854,0,1.47168,0.72,-262.63742713152,278.34542713152,4.06768,0.268,0,0.404,2.932,0,0,0,1.45,4.774,0,0,262.63742713152,-15.708,0.134,3.34768,2765.07624823248,91.012,5.22368,0,0,0,0,10.528112,0,12.328,0,0.134,0.134,0,0,0.72,0,0,0,0,0,0,0,0,0,2.62768,-2.4103296,-4.92168,-5.26924832,-10.78632,47.31610912,81.801244,3.48168,0.988,-1.22976,12.56,6.28024768,3.34768,0,0.134,0.72,-0.586,92.134,0.09648,14.134,0.410844,0,91.866,0.854,0.134,0,0.854,-0.586,0.09648,14,0,0,-0.72,0,0,-0.586,0.09648,-13.866,1.876,92.72,-0.61488,-3.066,13.28,11.608,-13.048,-0.72,13.182,11.474,0.114436,0,-0.854,0,262.77142713152,262.50342713152,35.1934152356237,257.41374713152,1371.93387535838,262.77142713152,262.50342713152,35.1934152356237,261.91742713152,263.35742713152,-189.098947534694,262.63742713152,273.16553913152,262.63742713152,0,262.63742713152,0,-0.72,3.34768,0.134,3.92,0,0.854,0.134,-22.246916,1.45,14.988,0.017956,1.77368,-1.574,0,0,1.876,3.21368,3.34768,0,12.070436,-8.87616,0.09648,0.854,0.09648,3.2,0.72,14,13.866,0.72,0.586,92,0,0,2.48,2.304,0.72,13.866,0,0,0,3.066,0.854,0.134
"F56",0,0,0,0,0,0.44,0,0.44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,10,0,-10,0,0,0,0.44,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1.841,0.44,0,0,0.88,1.841,0,0,0,-10,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,10,0,0,0,0,0,0,186,0,10,0,0,186,0,0,0,0,0,0,10,0,0,0,0,0,0,0,-10,0,186,0,-1.841,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44,0,0,0,0,0,0,1.841,0,0,0,0,1.32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.841,0,10,10,0,0,186,0,0,1.841,0,0,10,0,0,0,1.841,0,0
"G56",122.357652950745,85.401816950745,14.854095,0,1.746,2.94,0.873,0,17.251095,24.554871,0,0,1.309,1.746,0,0,-14.854095,0,0.762129,3.822076935,0,0,0.436,2.94,-1477.74390759094,12,0,93.757557950745,4.378095,-0.873,0.873,110.443557950745,0,12.873,0,0,0.873,12.873,0.873,1.746,107.503557950745,20.176776,0.873,0,10.476,0,0.873,0,-6.097905,0,-107.503557950745,121.249557950745,4.378095,1.746,0,0.436,3.269,0,0,0,0,5.888,0,0,107.503557950745,-13.746,0.873,4.378095,2376.01579440586,27.254,14.854095,0,0,0,0,22.101741,0,25.317,0,0.873,0.873,0,0,0,0,0,0,0,0,0,0,0,0,4.378095,0,-5.251095,-3.822076935,-8.494905,56.359216935,28.932966,5.251095,1.746,0,12,45.86492322,4.378095,0,0.873,0,0.873,29.873,0,12.873,3.615966,0,28.127,0.873,0.873,0,0.873,0.873,0,12,0,0,0,0,0,0.873,0,-11.127,10.476,29,0,-4.142,12,25.317,-25.317,0,26.19,24.444,0.762129,0,-0.437,0.380628,108.376557950745,106.630557950745,93.8506060910004,92.649462950745,1596.86806263837,108.376557950745,106.630557950745,93.8506060910004,107.503557950745,107.503557950745,0,107.503557950745,129.605298950745,104.563557950745,316.06046037519,107.503557950745,0,0,4.378095,0.873,5.015,0,0.873,0.873,-11.238129,0,13.746,0.762129,3.505095,-0.873,0,0,10.476,3.505095,4.378095,0,11.238129,0,0,0.873,0,5.015,0,12,11.127,0,-0.873,29,0,0,5.015,0,0,11.127,0,0,0,4.142,0.873,0.873
"H56",0,0,0,0,0,6.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-6.45,6.45,0,1,0,0,0,1,6.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.45,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,6.45,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,2,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.45,0,0,0,0,0,0,1,0,6.45,0,0,3.22,1,0,0,0,0,0,0,0,0,-6.45,0,0,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0
"I56",730.87717696,704.80917696,7.3112,0,2.83,0,0,0,33.8312,81.7608,0,0,1.52,1.52,0,-13.423424,-10.3512,0,0,0,0,1.31,0,0,-20094.5395387968,25,0,694.21597696,8.8312,-1.52,-5.26,722.04597696,0,25,0,0,0,25.21,3.95,1.52,722.04597696,72.9296,0,0,0,0,1.52,0,8.8312,0,-722.04597696,749.87597696,10.1412,5.47,0,0,4.5,0,0,0,0,7.33,0,0,722.04597696,-27.83,-0.21,8.8312,12445.7620956641,52.27,8.8312,-1.52,0,1.31,0,17.2368,0,11.34,5.26,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,7.5212,-11.568872,-11.6612,-24.992296,-16.1688,220.78,90.592,8.8312,0.21,-1.9912,22.17,0,8.8312,0,-1.31,0,-1.1,54.21,0,25,0,0,53.79,0,5.26,0,1.52,0,0,25,0,0,1.31,0,0,0.21,6.8906,-24.79,5.25,55.31,-1.9912,-4.29,23.48,10.03,-12.65,-1.31,12.86,9.82,0,0.21,-1.52,0,722.04597696,722.04597696,0,713.21477696,6376.53243172915,722.04597696,722.04597696,0,720.52597696,723.56597696,-1097.5098849792,722.04597696,739.28277696,722.04597696,0,722.04597696,0,-1.52,8.8312,0.21,5.81,1.31,6.57,0,-70.75,1.31,26.52,1.1046,6.0012,-2.83,0,0,0,8.8312,8.8312,-5.05,38,-14.8554,0,0.21,0.2751,4.5,0,25,25,1.31,0,54,0,0,3.19,5.895,1.31,25,0,0,0,4.5,0,1.31
"J56",-44.3996,0,-44.3996,0,-4.04,0,0,0,19.96,0,0,0,0,0,0,0,44.3996,0,0,0,0,2.02,0,0,0,24,0,-17.94,0,0,0,0,0.67,24,0,0,-2.02,21.98,0,-2.02,0,0,0,0,0,0,0,0,44.3996,0,0,17.94,-2.02,0,0,0.205,2.84,1.35,0,0,0,2.84,0,0,0,-17.94,0,0,0,142,-44.3996,-2.02,48.48,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,2.02,0,2.02,0,-19.96,0,0,-2.02,0,-4.0804,21.98,0,0,0,0,0.67,0,142,0,19.96,0,0,142,-2.02,0,0,0,0,0,26.02,0,0,0,0,0,0,0,-21.98,0,142,0,-2.84,19.96,2.02,2.02,2.02,0,0,0,0,0,0,0,0,0,44.3996,0,-2.02,2.02,0,0,0,0,0,0,0,0,0,0,0,0,2.02,2.84,0,0,2.02,40.3192,0,19.96,0,2.02,2.02,0,0,-44.3996,2.02,0,0,0,0,0,0,0,2.84,0,21.98,24,0,2.02,142,0,0,2.84,0,2.02,24,0.67,0,2.02,2.84,0,0
"K56",0,0,0,0,0,0.47,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,182,0,-182,0,0.95,-1.42,0.47,0,182,0,0,0,182,1.42,0,0,0,0,0,0,0,0.95,0,0,0,0.47,182,0,1.42,0.47,0.056,7.18,0,0.47,0,0,7.18,0,0,0,-182,0,0,0,359,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-182,0,0,0,0,0,182,0,0,0,0,0,0,359,0,182,0,0.95,359,0,1.42,0,0,0,0,182,0,0,0,0,0,0,0,-182,0,359,0,-7.18,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.47,0,0.47,0,0,0,0,7.18,0,1.42,0,0,1.9,182,0,0,0,0,0,0,0,0,-1.42,0,0,0,0,0,7.18,0,182,182,0,0,359,0,0,7.18,0,0,182,0,0,0,7.18,0,0
"L56",21.3438936765,9.4109836765,4.69946,0,0.83,0,0.415,0,10.37946,17.257775,0,0,0.415,0.83,0,0,-4.69946,0,0.172225,0.4002509,0,0,0,0,-163.614783039995,9,1.0209,6.8144336765,0.96446,-0.415,-2.045,16.6444336765,0,9.415,0,0,0.415,9.415,2.875,0.83,16.6444336765,16.293315,0.415,0,3.735,0,0.415,0,-2.77054,0,-16.6444336765,26.4744336765,0.96446,3.29,0,0,1.494,0,0,0,0,2.739,0,0,16.6444336765,-9.83,0.415,0.96446,120.396678777279,41.17,4.69946,0,0,0,0,7.23345,0,17.43,2.46,0.415,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0.96446,0,-1.37946,-0.4002509,-8.45054,9.0803909,18.222235,1.37946,0.83,0,9,3.6022581,0.96446,0,0.415,0,0.415,42.415,0,9.415,0.792235,0,41.585,0.415,2.875,0,0.415,0.415,0,9,0,0,0,0,0,0.415,0,-8.585,3.735,42,0,-1.909,9,17.43,-17.43,0,17.845,17.015,0.172225,0,-0.415,0,17.0594336765,16.2294336765,6.9074399757475,11.9449736765,78.2198502853647,17.0594336765,16.2294336765,6.9074399757475,16.6444336765,16.6444336765,0,16.6444336765,23.8778836765,16.6444336765,0,16.6444336765,0,0,0.96446,0.415,2.324,0,2.875,0.415,-3.907225,2.46,9.83,1.193125,0.54946,-0.415,0,0,3.735,0.54946,0.96446,-2.46,3.907225,0,0,0.415,0,2.324,0,9,8.585,0,-0.415,42,0,0,2.324,0,0,8.585,0,0,0,1.909,0.415,0.415
"M56",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.027,1.567,0,0,0,0,1.567,0,0,0,-6,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,6,0,0,0,0,0,0,428,0,6,0,0,428,0,0,0,0,0,0,6,0,0,0,0,0,0,0,-6,0,428,0,-1.567,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.567,0,0,0,0,0,6,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,1.567,0,6,6,0,0,428,0,0,1.567,0,0,6,0,0,0,1.567,0,0
"N56",2285.48461919981,2027.62805519981,45.095588,0.97,2.66,0.48,0.488,0,86.243588,288.780816,0,0,1.212,1.7,3.72268224,-33.173381712,-46.543588,0.48,1.173216,3.784726944,0,0.97,0,1.46,-179576.342201601,78,1.18584,2159.48503119981,8.235588,-1.212,-1.942,2240.14503119981,0,78.488,0,0.48,0.488,78.732,2.438,2.18,2240.14503119981,281.025228,0.488,0.119072,38.064,0,1.212,0,-30.308412,0,-2239.66503119981,2319.84503119981,8.235588,3.65,0,0.081,4.943,0,0,0,0,7.611,0,0,2239.66503119981,-80.18,0.244,7.275588,474891.800468553,237.056,45.819588,-0.244,0,0.48,0,212.036976,1075.03921497591,174.948,2.43,0.488,0.732,0,0,0,0,0,0,0,0,0,0,0,0,7.275588,-3.72268224,-9.447588,-13.122454896,-70.732412,608.720590944,296.536404,8.243588,1.7,-1.0464,76.796,295.208701632,7.755588,0,0.488,0,0.252,239.732,0.23424,78.488,2.650328,0,238.268,0.968,2.918,0,1.212,0.00800000000000001,0.23424,78,0,0,-0.48,0,0,0.252,1.40064,-77.268,57.096,239.48,-0.58176,-5.187,77.276,174.468,-175.428,-0.48,176.16,173.736,0.591456,0.244,-1.212,0,2240.15303119981,2239.17703119981,1092.95653522551,2193.84544319981,102620.528987582,2240.15303119981,2239.17703119981,1092.95653522551,2238.94103119981,2240.38903119981,-1621.51748258866,2239.18503119981,2451.70200719981,2239.18503119981,1075.03921497591,2239.66503119981,0,-0.724,7.755588,0.732,6.399,0,3.398,0.488,-132.801696,2.43,79.7,2.135976,6.063588,-1.692,0,0,38.064,7.267588,7.755588,-2.186,95.127456,-83.97504,0.35136,1.212,0.35136,5.919,0.48,78,77.512,0.48,-0.00800000000000001,239,0,0,5.439,2.84112,0.48,77.512,0,0,0,5.431,0.968,0.488
"O56",302.779600568599,263.318276568599,6.596661,4.5,3.612,0.9,0.391,0,12.280661,60.362659,0,0,1.421,1.812,4.4006949,-7.85546083,-8.656661,0,1.834511,1.911857451,0,0.9,0,0,-2866.52534909023,7,0.3519,285.440939568599,5.789661,-1.421,-0.509,296.052939568599,0,7.391,0,0.9,0.391,7.521,0.391,2.712,295.152939568599,55.472998,0.391,0.05083,2.737,0,1.421,0,2.152661,0,-295.152939568599,304.864939568599,5.789661,1.812,0,0,1.759,0,0.9,0,1.8,4.862,0,0,295.152939568599,-9.712,0.261,3.989661,9396.09436462572,41.058,7.626661,-0.13,0,0,0,31.834663,0,22.403,0.9,0.391,0.521,0,0,0.9,0,0,0,0,0,0,0,0,0,3.989661,-4.4006949,-7.210661,-11.348903181,-2.501339,36.139484451,65.25232,5.280661,1.812,-2.4408,5.07,13.383002157,4.889661,0,0.391,0,-0.379,43.521,0.3519,7.391,0.84065,0,42.479,1.291,1.291,0,1.421,-0.509,0.3519,7,0,0,-0.9,0,0,-0.379,1.1619,-6.479,3.647,43.9,-1.2789,-2.02,5.97,21.503,-23.303,-0.9,23.824,20.982,0.555611,0.13,-1.421,0,295.543939568599,294.761939568599,115.404799371322,287.526278568599,2251.03141324319,295.543939568599,294.761939568599,115.404799371322,294.122939568599,296.182939568599,-304.007527755657,295.152939568599,326.987602568599,294.252939568599,265.637645611739,295.152939568599,0,-1.03,4.889661,0.521,3.441,0,2.191,0.391,-17.154511,5.4,8.812,0.672611,2.568661,-2.321,0,0,2.737,4.498661,4.889661,-0.77,10.502611,-20.1627,0.4689,1.421,0.4689,2.541,0.9,7,6.609,0.9,0.509,43,0,0.26,1.641,2.2869,0.9,6.609,0,0,0,2.15,1.291,0.391
"P56",490.022026791613,426.896995791613,21.666843,0,0.618,0,0.265,0,71.264843,117.071391,0,0,0.353,0.618,0,-1.914426184,-21.842843,0,0.093545,1.059958395,0,0,0,0.53,-31663.2904336213,67,0.28355,400.649183791613,3.999843,-0.353,-0.805,468.267183791613,0,67.265,0,0,0.265,67.353,1.335,0.618,468.267183791613,113.071548,0.265,0.02332,17.755,8.06,0.353,0,-13.755157,0,-468.267183791613,535.885183791613,3.999843,1.688,0,0,10.801,0,0,0,0,11.684,0,0,468.267183791613,-67.618,0.177,3.999843,19372.3014276896,331.294,21.754843,-0.088,0,1.07,0.53,41.370188,0,117.196,1.07,0.265,0.353,0,0,0,0,0,0,0,0,0,0,0,0,3.999843,0,-4.352843,-1.411944579,-63.265157,269.049439395,121.071234,4.264843,0.618,0,66.912,71.017212465,3.999843,0,0.265,0,0.353,332.353,0,67.265,2.93249,0,331.647,0.265,1.335,0,0.353,0.265,0,67,0,0,0,0,0,0.353,0,-66.647,23.651,332,0,-10.978,66.912,117.196,-117.196,0,117.549,116.843,0.093545,0.088,-0.353,0,468.532183791613,468.002183791613,124.090803704777,446.512340791613,10187.0790654387,468.532183791613,468.002183791613,124.090803704777,468.179183791613,468.355183791613,-41.207512173662,468.267183791613,509.637371791613,468.267183791613,0,468.267183791613,0,-0.088,3.999843,0.353,11.331,0,1.335,0.265,-23.744545,3.22,67.618,0.471255,3.646843,-0.353,0,0,17.755,3.734843,3.999843,-0.982,23.744545,0,0,0.353,0,11.331,0,67,66.735,0,-0.265,332,0,1.151,11.331,0,0,66.735,0,0,0,11.066,0.265,0.265
"Q56",0,0,-2.38,0,0,0,-2.38,0,9,0,0,2.38,0,-2.38,0,0,-2.38,2.38,0,0,0,2.38,0,0,0,9,0,-9,0,0,0,0,0,9,0,0,0,9,0,0,2.38,0,2.38,0,0,0,0,0,0,0,0,9,0,0,0,0,1.666,0,0,0,0,1.666,0,0,0,-9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,9,0,-2.38,0,0,0,0,25,0,9,0,0,25,0,0,0,0,0,0,9,0,0,0,0,0,0,0,-9,0,25,0,-1.666,9,0,0,0,0,0,0,0,0,0,-2.38,2.38,0,0,0,0,0,0,-2.38,2.38,0,-2.38,0,0,0,0,0,-2.38,2.38,0,1.666,0,0,0,0,2.38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0,9,9,0,0,25,0,0,1.666,0,0,9,0,0,0,1.666,0,0
"R56",8247.50512223258,7355.97607623258,75.856334,0,2.479,0,0.797,0,92.763334,481.586876,0,0,1.682,2.479,0,-67.91608059,-77.626334,0,1.340554,13.522168198,0,0,0,0,-633062.607548472,75,0.50211,8093.28478823258,16.966334,-1.682,0.167,8170.76378823258,0,75.797,0,0,0.797,76.682,1.427,2.479,8170.76378823258,464.620542,0.797,0.705345,59.775,0,1.682,0,-42.808666,0,-8170.76378823258,8248.24278823258,16.966334,3.109,0,0.265,8.493,0,0,0,0,11.769,0,0,8170.76378823258,-77.479,-0.088,16.966334,6657437.93230648,284.636,76.741334,-0.885,0,0.63,0,814.787712,0,484.416,0.63,0.797,1.682,0,0,0,0,0,0,0,0,0,0,0,0,16.966334,0,-18.648334,-28.537373788,-58.830666,1285.997218198,498.55321,17.763334,2.479,0,74.115,1014.16261485,16.966334,0,0.797,0,1.682,289.682,0,75.797,7.40413,0,286.318,0.797,1.427,0,1.682,0.797,0,75,0,0,0,0,0,1.682,0,-73.318,126.15,288,0,-8.405,74.115,484.416,-484.416,0,486.098,482.734,1.340554,0.885,-1.682,0,8171.56078823258,8169.96678823258,6512.09873922137,8094.02245423258,627035.312907862,8171.56078823258,8169.96678823258,6512.09873922137,8169.87878823258,8171.64878823258,-7231.12595258584,8170.76378823258,8985.55150023258,8170.76378823258,0,8170.76378823258,0,-0.885,16.966334,1.682,10.087,0,1.427,0.797,-127.490554,0,77.479,2.400214,15.284334,-1.682,0,0,59.775,16.169334,16.966334,0.255,127.490554,0,0,1.682,0,10.087,0,75,74.203,0,-0.797,288,0,0,10.087,0,0,74.203,1.91,0,0,9.29,0.797,0.797
"S56",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,16,0,-16,0,0,-4.81,0,0,16,0,0,0,16,4.81,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4.81,0,0,4,0,0,0,0,4,0,0,0,-16,0,0,0,72,0,0,0,1.2,0,0,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,0,0,16,0,0,0,0,0,0,72,0,16,0,0,72,0,4.81,0,0,0,0,16,0,0,0,0,0,0,0,-16,0,72,0,-4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4.81,0,0,2.4,16,0,0,0,0,0,0,0,0,-4.81,0,0,0,0,0,4,0,16,16,0,0,72,0,0,4,0,0,16,0,0,0,4,0,0
"T56",829.857515625,575.344265625,94.20075,0,1.5,0.41,0.75,0,125.20075,213.1875,0,0,0.75,1.5,0,0,-94.20075,0.41,0.5625,2.5880625,0,0.41,0,0.41,-90117.9537890625,121,0.9375,613.156765625,3.45075,0.08,-0.5,736.066765625,0,121.75,0,0,0.75,121.75,2,1.5,736.066765625,209.73675,0.75,0,90.75,0,1.58,0,-87.29925,0,-735.246765625,858.156765625,3.45075,2.75,0.41,0.068,3.101,0,0,0.6225,0,5.351,0,0,735.656765625,-122.5,0.75,3.45075,117934.975239258,283.5,94.20075,0,0,1.66,0,160.3125,301.61927390625,213.75,1.25,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,3.45075,0,-4.20075,-2.5880625,-118.29925,420.1288125,216.63825,4.20075,1.5,0,121,313.1555625,3.45075,0,0.75,0,0.75,285.75,0,121.75,2.88825,0.83,284.25,0.75,2,0,0.75,0.75,0,121,0,0,0,0,0,0.75,0,-120.25,90.75,285,0,-3.851,121,213.75,-213.75,0,214.5,213,0.5625,0,-0.75,0,736.406765625,734.906765625,551.74257421875,641.456015625,69299.4190644492,736.406765625,734.906765625,551.74257421875,735.656765625,735.656765625,0,735.246765625,895.969265625,735.246765625,301.61927390625,736.066765625,301.61927390625,0,3.45075,0.75,4.601,0,2,0.75,-91.3125,2.08,122.5,1.5,2.70075,-0.75,0,0,90.75,2.70075,3.45075,-1.25,91.3125,0,0,0.75,0,4.601,0,121,120.25,0,-0.75,285,0,0,4.601,0,0,120.25,0,0,0,3.851,0.75,0.75
